loss,acc,val_loss,val_acc
0.9887605876968311,95.5646,3.560252759243264,30.72106
0.9907114600030759,95.444786,3.5459664925527017,33.128647
0.9902623173908685,95.449776,3.559470778773267,31.164883
0.9897184797559684,95.449776,3.5472678748550117,32.60579
0.9880490853382756,95.55212,3.542251015451632,32.435555
0.9889375996856263,95.404854,3.5566662749427764,31.468872
0.9886572897053374,95.5646,3.546036330642403,33.122566
0.9883752931802037,95.489716,3.5478417223993444,32.155884
0.9876376890336362,95.57208,3.5575822420157346,31.888376
0.9883178016438652,95.57707,3.554069689739539,32.02821
0.989856919065451,95.44728,3.545444155481539,32.386917
0.9881306270631357,95.56959,3.5574449388897373,30.617704
