loss,acc,val_loss,val_acc
2.734993108926109,34.230232,2.5477375538896494,43.78648
2.0519661667247933,55.860622,2.6254272896955912,36.521156
1.8487583709220154,63.728035,2.408637152107773,44.844357
1.7315717741323355,67.741615,2.460870766918019,44.23638
1.65538184063884,70.74431,2.436980172817809,43.914154
1.5943828082313172,72.72863,2.4601300189467254,45.154427
1.5490428801542653,74.64806,2.539116516187497,43.53721
1.5151415891921558,75.69639,2.420680228838197,50.285748
1.4844933329298855,76.946884,2.4290682443848843,54.243675
1.463715935857913,77.82298,2.5163329027970014,51.03964
1.4354147107456439,78.86631,2.4596248173991992,56.888374
1.4209410313981028,79.45287,2.541965673869686,53.42899
1.4032494147745564,79.8722,2.6611279337322666,51.56858
1.3850821997410954,80.875595,2.708609337008881,51.53818
1.3789102972125094,80.77825,2.732614920760871,54.067364
1.3617142661691854,81.629395,2.885696355470887,54.231518
1.3513253255012316,81.898964,2.917777432541903,51.921207
1.3441182319729472,82.07368,3.0767072787080756,41.12962
1.3333426698709068,82.73013,3.0465638637542725,52.906128
1.324702500154416,82.9972,3.075638177329928,53.62354
1.315955755238335,83.04213,3.131499292321706,51.203793
1.3111289568221607,83.20687,3.2089172457906523,49.088036
1.2997101493917715,83.758484,3.24677027802523,48.419262
1.2957761192474122,83.81839,3.317586588952328,40.33317
1.2941957032337736,84.18031,3.2653980310788877,48.510456
1.2860494574037984,84.34505,3.360631760920068,48.121353
1.2828569695972407,84.439896,3.3773052748075254,43.914154
1.280296283598525,84.51478,3.365186481624262,46.923637
1.271326774035018,84.8118,3.3445509704634375,42.357735
1.2642363976365842,85.25359,3.5154365046015044,35.305202
1.2641573942507418,85.01398,3.467490573801419,34.800583
1.2571544277782258,85.43829,3.508027861554335,28.61746
1.2483111802762308,85.88258,3.453852195220235,37.77967
1.2529979793789288,85.5606,3.49879786383781,32.2106
1.251626384144012,85.79024,3.5393377046176897,33.52991
1.2463780540627794,85.81769,3.5410209815325904,29.596304
1.241267322922667,85.91254,3.643466996775527,21.60141
1.2400621994615744,86.047325,3.6114445038806604,25.164154
1.237589587418797,86.07977,3.6128302000839887,24.4589
1.232742343847744,86.54403,3.5895211260606343,26.890808
1.231586641206528,86.344345,3.5700698641023747,29.69966
1.2301779362721184,86.58147,3.6579669560903705,23.510458
1.2291625656258947,86.44419,3.54304073664001,29.69966
1.2253539154704767,86.55401,3.6123819017224736,27.158318
1.2205499846714374,86.73622,3.602811678838173,31.116245
1.2175465439455198,86.96585,3.6732550641442088,21.564932
1.2170094030733687,86.83606,3.669255018234253,14.007782
1.210035599839573,87.36022,3.6605963846125027,19.53429
1.2105010549862163,87.058205,3.6283871645129606,25.00608
1.206917806745718,87.385185,3.5583206206444173,25.863327
1.2130524940764942,86.95837,3.6521626604206365,23.43142
1.2020072843700933,87.54992,3.621560132920974,22.859922
1.2054006563969695,87.3128,3.633394726519455,27.754135
1.2004914279943837,87.51248,3.640671446165686,28.550583
1.203397252403509,87.395164,3.6237961568721073,24.513618
1.1984405965089036,87.40266,3.603831482304673,29.012646
1.193624655373942,87.83197,3.703905280925884,24.586576
1.1897888894850455,87.767075,3.652443213221628,30.562986
1.1966836711469169,87.71216,3.6210579102141383,31.26824
1.19374359510958,87.79952,3.626273328692069,27.0732
1.1270574562656233,90.32797,3.6144030641488993,27.535263
1.0967408626224286,91.71326,3.6124317924336236,28.6357
1.0914358555699308,91.763176,3.6098016514388505,28.295233
1.080685654958597,92.150055,3.598065907853123,30.404913
1.0773077826149546,92.1251,3.5987129647444194,29.40175
1.0722775389782537,92.47953,3.604481967970555,28.301313
1.0682258934449083,92.64926,3.6059746009366522,28.331713
1.0633760538344947,92.903854,3.593448163934255,29.918531
1.05697877747944,93.08107,3.5946036359215525,29.012646
1.0556183689699385,93.07358,3.5921130996733788,31.310797
1.0546171072001655,92.99121,3.5856455133118983,30.1982
1.0480417042685013,93.425514,3.5889034679427687,28.185797
1.0487542761781345,93.24331,3.5820322667578317,30.702822
1.0429231282621145,93.595245,3.595133719277289,28.854572
1.0456692348844328,93.30072,3.5890234425837892,30.064445
1.0406569843284619,93.51537,3.589628693658554,29.316635
1.0395499285036764,93.66763,3.5831741219828563,31.718142
1.0375347436426547,93.72005,3.578803314773025,30.143482
1.037332376828209,93.78993,3.590157257443736,26.483463
1.0330357394469813,93.80491,3.598454277802998,26.963764
1.031238795278933,93.882286,3.5836038784294275,29.152481
1.0294756203794633,94.07947,3.590750717467371,27.912209
1.0309478553910605,93.85733,3.6005327033625503,27.219114
1.026414604423145,94.07947,3.6013882920899745,26.519941
1.027986498400807,94.02456,3.6084641426917643,26.246351
1.025553616948021,93.95217,3.5648516291310353,31.47495
1.023632185622907,94.14437,3.587760723054641,28.684338
1.0213533075282368,94.2492,3.572071815743057,31.468872
1.018587915566021,94.37899,3.571553448294851,28.824173
1.0217164829135321,94.304115,3.5654311031682946,30.392754
1.0169793054128227,94.44139,3.586194890946266,27.960846
1.0172678713029184,94.41893,3.570098544836972,29.979328
1.0166679446499187,94.40894,3.5683173864268145,31.438473
1.0180476378328123,94.48133,3.5664073456122254,30.617704
1.0109460837543962,94.67103,3.5886750314022318,29.44431
1.0113173485183107,94.53125,3.5568312531779247,29.967169
1.0093564994799824,94.82328,3.5581070105853247,30.848736
1.0122361532605875,94.54123,3.5556145734824094,29.723978
1.0087347540040366,94.798325,3.545176891037462,32.204525
1.0097241957728473,94.61112,3.555238617997225,32.587547
1.0008250022658145,95.000496,3.55341922448303,32.763863
0.9976329265501552,95.207664,3.5525260565345853,32.994892
0.9947655316168508,95.32748,3.561552992126821,31.23176
0.991225784483809,95.404854,3.5514079160727414,33.2624
0.9969018556820318,95.314995,3.5467185751473393,33.396156
0.9959514956123913,95.21266,3.5607132893128153,31.77894
0.9936442050499658,95.35743,3.557172837424371,32.52067
0.9942887762484078,95.26258,3.5523864369448055,32.709145
0.9941395272652562,95.34495,3.552452948306785,31.693823
0.9935161028616726,95.265076,3.5627056513315045,31.584387
0.9930317392364477,95.292534,3.552831629370901,32.940174
0.9918834238577956,95.35243,3.5627869650547606,32.405155
0.9907166120914606,95.47973,3.5694992922623334,31.177042
0.9914707180600577,95.60453,3.5512707817879168,32.654427
0.9942277845102377,95.2501,3.551604463896399,32.016052
0.9924437304655203,95.52715,3.5526955573011465,31.76678
0.989970622447352,95.4373,3.5534595756679193,30.836576
0.9927716630335433,95.3125,3.556191152171866,32.06469
0.9922605348280824,95.34495,3.555887408757488,32.757782
0.9897792259344278,95.4348,3.5600566539319107,31.481031
0.9922434213443305,95.364914,3.5474261875746316,32.374756
0.9899447626960926,95.51717,3.5573923662014972,32.137646
0.9869476395864456,95.66693,3.552892413120789,32.222763
0.9891027103597745,95.51717,3.561425794423322,31.450632
0.9885434033200383,95.51467,3.5580698367686585,32.241
0.9905613912180209,95.42981,3.5576577696818785,31.061527
0.9903224957065461,95.3125,3.5571952636139867,31.76678
0.9891497196671301,95.30251,3.545342655961152,33.10433
